5.000;-10.000;3.000
2.925;-8.257;2.533
1.354;-7.283;2.274
0.112;-6.908;2.135
-0.929;-7.020;2.080
-1.865;-7.549;2.099
-2.770;-8.462;2.199
-3.705;-9.752;2.402
-4.721;-11.430;2.745
-5.867;-13.524;3.284
-7.186;-16.067;4.101
-8.723;-19.090;5.310
-10.517;-22.609;7.066
-12.602;-26.598;9.577
-14.999;-30.953;13.096
-17.699;-35.445;17.911
-20.649;-39.659;24.286
-23.726;-42.956;32.356
-26.714;-44.500;41.960
-29.299;-43.422;52.474
-31.103;-39.149;62.746
-31.767;-31.774;71.311
-31.063;-22.239;76.896
-28.984;-12.063;78.948
-25.757;-2.759;77.829
-21.765;4.695;74.529
-17.424;10.008;70.177
-13.089;13.398;65.667
-9.012;15.312;61.537
-5.337;16.216;58.021
-2.124;16.486;55.155
0.623;16.390;52.879
2.934;16.105;51.095
4.854;15.737;49.705
6.434;15.348;48.620
7.723;14.972;47.769
8.768;14.625;47.095
9.610;14.313;46.553
10.284;14.040;46.112
10.821;13.803;45.745
11.246;13.602;45.434
11.581;13.433;45.166
11.844;13.294;44.930
12.050;13.183;44.719
12.211;13.097;44.528
12.337;13.036;44.354
12.437;12.996;44.195
12.518;12.975;44.051
12.585;12.973;43.920
12.643;12.987;43.803
12.696;13.015;43.700
12.746;13.056;43.612
12.796;13.108;43.539
12.846;13.167;43.483
12.899;13.233;43.444
12.954;13.303;43.422
13.011;13.375;43.417
13.070;13.447;43.429
13.131;13.516;43.457
13.193;13.581;43.501
13.255;13.640;43.560
13.316;13.690;43.632
13.374;13.730;43.715
13.429;13.758;43.806
13.479;13.775;43.905
13.523;13.778;44.007
13.560;13.768;44.110
13.589;13.744;44.211
13.610;13.708;44.307
13.621;13.659;44.397
13.622;13.599;44.476
13.613;13.530;44.543
13.595;13.454;44.596
13.568;13.372;44.633
13.533;13.287;44.653
13.490;13.201;44.657
13.441;13.116;44.642
13.387;13.035;44.611
13.329;12.960;44.564
13.269;12.893;44.502
13.209;12.835;44.426
13.150;12.788;44.339
13.094;12.754;44.243
13.042;12.732;44.140
12.995;12.723;44.033
12.955;12.729;43.925
12.923;12.747;43.818
12.899;12.779;43.715
12.884;12.823;43.619
12.879;12.878;43.531
12.884;12.943;43.454
12.898;13.017;43.390
12.922;13.097;43.341
12.954;13.183;43.308
12.995;13.271;43.292
13.042;13.361;43.294
13.096;13.448;43.314
13.155;13.533;43.351
13.217;13.611;43.406
13.280;13.681;43.476
13.344;13.741;43.561
13.407;13.790;43.658
13.466;13.825;43.765
13.521;13.845;43.879
13.570;13.851;43.998
13.611;13.840;44.117
13.643;13.814;44.235
13.665;13.773;44.347
13.677;13.718;44.450
13.678;13.650;44.542
13.668;13.571;44.620
13.647;13.483;44.682
13.616;13.389;44.725
13.575;13.291;44.749
13.525;13.192;44.754
13.469;13.095;44.738
13.406;13.002;44.702
13.340;12.915;44.648
13.271;12.838;44.577
13.202;12.772;44.490
13.134;12.718;44.390
13.069;12.678;44.280
13.009;12.653;44.163
12.956;12.643;44.040
12.909;12.648;43.916
12.872;12.669;43.794
12.845;12.705;43.675
12.828;12.755;43.564
12.822;12.818;43.464
12.827;12.892;43.375
12.843;12.976;43.302
12.869;13.068;43.245
12.906;13.166;43.206
12.952;13.267;43.187
13.007;13.370;43.188
13.068;13.470;43.210
13.135;13.567;43.252
13.206;13.657;43.313
13.279;13.739;43.393
13.352;13.809;43.490
13.424;13.865;43.601
13.493;13.906;43.723
13.556;13.931;43.855
13.612;13.938;43.991
13.660;13.927;44.129
13.697;13.898;44.264
13.724;13.851;44.394
13.738;13.788;44.513
13.739;13.710;44.620
13.728;13.619;44.710
13.704;13.518;44.781
13.669;13.409;44.832
13.622;13.297;44.860
13.565;13.183;44.865
13.500;13.070;44.847
13.428;12.963;44.807
13.352;12.864;44.745
13.273;12.775;44.663
13.193;12.699;44.564
13.115;12.637;44.450
13.041;12.591;44.324
12.972;12.562;44.189
12.910;12.550;44.048
12.857;12.556;43.906
12.814;12.580;43.766
12.782;12.621;43.630
12.763;12.677;43.503
12.755;12.749;43.387
12.761;12.833;43.285
12.778;12.929;43.200
12.809;13.034;43.134
12.850;13.146;43.089
12.903;13.261;43.066
12.965;13.378;43.066
13.035;13.494;43.090
13.111;13.606;43.137
13.192;13.710;43.206
13.276;13.804;43.297
13.360;13.885;43.407
13.443;13.951;43.534
13.522;14.000;43.674
13.595;14.029;43.825
13.660;14.038;43.981
13.716;14.027;44.140
13.759;13.994;44.296
13.790;13.941;44.446
13.807;13.868;44.584
13.810;13.779;44.708
13.797;13.675;44.812
13.771;13.558;44.895
13.730;13.433;44.954
13.676;13.303;44.987
13.611;13.172;44.994
13.536;13.043;44.973
13.454;12.920;44.927
13.366;12.805;44.856
13.275;12.703;44.763
13.184;12.615;44.649
13.094;12.544;44.518
13.008;12.491;44.374
12.929;12.457;44.219
12.858;12.444;44.059
12.797;12.450;43.896
12.748;12.477;43.735
12.711;12.523;43.579
12.688;12.587;43.433
12.679;12.668;43.300
12.684;12.765;43.183
12.704;12.873;43.084
12.738;12.993;43.008
12.786;13.120;42.955
12.845;13.253;42.927
12.915;13.387;42.925
12.995;13.520;42.951
13.083;13.648;43.003
13.175;13.768;43.081
