      -5.742    -6.190    11.574
      -5.819    -6.328    11.475
      -5.905    -6.473    11.393
      -6.001    -6.625    11.328
      -6.105    -6.781    11.282
      -6.217    -6.943    11.254
      -6.337    -7.108    11.245
      -6.464    -7.276    11.255
      -6.597    -7.446    11.285
      -6.735    -7.617    11.335
      -6.878    -7.787    11.405
      -7.026    -7.955    11.494
      -7.176    -8.120    11.603
      -7.327    -8.280    11.731
      -7.480    -8.433    11.877
      -7.632    -8.578    12.042
      -7.782    -8.712    12.223
      -7.929    -8.835    12.420
      -8.072    -8.944    12.630
      -8.208    -9.038    12.852
      -8.337    -9.116    13.085
      -8.457    -9.175    13.325
      -8.566    -9.215    13.570
      -8.664    -9.235    13.817
      -8.749    -9.235    14.064
      -8.819    -9.215    14.307
      -8.875    -9.173    14.544
      -8.915    -9.112    14.771
      -8.938    -9.032    14.986
      -8.945    -8.935    15.186
      -8.935    -8.821    15.368
      -8.909    -8.693    15.532
      -8.866    -8.553    15.674
      -8.809    -8.403    15.794
      -8.737    -8.246    15.891
      -8.652    -8.084    15.964
      -8.555    -7.918    16.013
      -8.449    -7.753    16.038
      -8.333    -7.589    16.040
      -8.211    -7.428    16.020
      -8.083    -7.273    15.979
      -7.952    -7.125    15.918
      -7.819    -6.985    15.839
      -7.686    -6.854    15.744
      -7.554    -6.734    15.634
      -7.424    -6.624    15.511
      -7.298    -6.526    15.377
      -7.177    -6.439    15.234
      -7.062    -6.363    15.083
      -6.954    -6.300    14.926
      -6.853    -6.248    14.766
      -6.760    -6.207    14.602
      -6.676    -6.177    14.437
      -6.601    -6.158    14.272
      -6.535    -6.150    14.109
      -6.478    -6.152    13.948
      -6.430    -6.163    13.790
      -6.392    -6.184    13.637
      -6.364    -6.214    13.490
      -6.344    -6.252    13.349
      -6.334    -6.298    13.216
      -6.333    -6.352    13.090
      -6.340    -6.413    12.973
      -6.356    -6.480    12.866
      -6.380    -6.554    12.768
      -6.411    -6.634    12.681
      -6.451    -6.719    12.604
      -6.497    -6.808    12.539
      -6.550    -6.902    12.486
      -6.610    -6.999    12.445
      -6.675    -7.100    12.416
      -6.745    -7.202    12.399
      -6.821    -7.306    12.395
      -6.901    -7.411    12.404
      -6.984    -7.516    12.426
      -7.071    -7.620    12.460
      -7.160    -7.723    12.506
      -7.250    -7.822    12.565
      -7.342    -7.919    12.635
      -7.435    -8.011    12.717
      -7.527    -8.098    12.809
      -7.617    -8.179    12.911
      -7.706    -8.252    13.022
      -7.792    -8.318    13.141
      -7.874    -8.375    13.266
      -7.952    -8.423    13.398
      -8.025    -8.462    13.534
      -8.092    -8.489    13.673
      -8.152    -8.506    13.813
      -8.205    -8.513    13.954
      -8.250    -8.508    14.093
      -8.287    -8.492    14.230
      -8.316    -8.466    14.362
      -8.335    -8.429    14.488
      -8.346    -8.383    14.608
      -8.347    -8.327    14.719
      -8.339    -8.263    14.820
      -8.323    -8.192    14.911
      -8.298    -8.115    14.990
      -8.264    -8.032    15.058
      -8.223    -7.945    15.113
      -8.175    -7.855    15.156
      -8.121    -7.763    15.185
      -8.061    -7.670    15.202
      -7.996    -7.577    15.206
      -7.927    -7.486    15.197
      -7.855    -7.396    15.177
      -7.781    -7.310    15.145
      -7.705    -7.228    15.103
      -7.628    -7.150    15.051
      -7.552    -7.077    14.990
      -7.477    -7.010    14.921
      -7.403    -6.949    14.845
      -7.332    -6.894    14.763
      -7.263    -6.846    14.675
      -7.198    -6.805    14.583
      -7.137    -6.770    14.488
      -7.081    -6.742    14.391
      -7.029    -6.721    14.292
      -6.982    -6.707    14.193
      -6.941    -6.700    14.094
      -6.905    -6.699    13.996
      -6.875    -6.704    13.900
      -6.851    -6.716    13.806
      -6.832    -6.734    13.715
      -6.819    -6.757    13.629
      -6.812    -6.785    13.547
      -6.811    -6.819    13.470
      -6.815    -6.857    13.398
      -6.824    -6.900    13.333
      -6.839    -6.947    13.274
      -6.859    -6.997    13.221
      -6.883    -7.051    13.176
      -6.912    -7.107    13.138
      -6.945    -7.166    13.107
      -6.983    -7.227    13.085
      -7.023    -7.289    13.070
      -7.067    -7.352    13.063
      -7.114    -7.415    13.064
      -7.164    -7.479    13.073
      -7.215    -7.542    13.090
      -7.268    -7.603    13.114
      -7.322    -7.664    13.146
      -7.377    -7.722    13.184
      -7.432    -7.777    13.230
      -7.487    -7.829    13.282
      -7.541    -7.877    13.340
      -7.595    -7.922    13.403
      -7.646    -7.961    13.470
      -7.695    -7.996    13.542
      -7.742    -8.026    13.617
      -7.786    -8.050    13.695
      -7.826    -8.068    13.775
      -7.863    -8.080    13.856
      -7.896    -8.086    13.937
      -7.924    -8.086    14.018
      -7.948    -8.080    14.097
      -7.966    -8.068    14.174
      -7.980    -8.051    14.248
      -7.989    -8.027    14.319
      -7.992    -7.999    14.385
      -7.991    -7.966    14.446
      -7.984    -7.928    14.502
      -7.973    -7.887    14.552
      -7.957    -7.842    14.596
      -7.936    -7.795    14.632
      -7.912    -7.745    14.662
      -7.883    -7.693    14.685
      -7.851    -7.641    14.700
      -7.816    -7.588    14.709
      -7.778    -7.535    14.710
      -7.738    -7.482    14.704
      -7.696    -7.431    14.692
      -7.653    -7.381    14.673
      -7.610    -7.334    14.648
      -7.565    -7.288    14.617
      -7.521    -7.246    14.581
      -7.477    -7.207    14.541
      -7.435    -7.171    14.496
      -7.393    -7.138    14.447
      -7.353    -7.110    14.396
      -7.315    -7.085    14.342
      -7.280    -7.064    14.285
      -7.246    -7.048    14.227
      -7.216    -7.035    14.169
      -7.189    -7.027    14.109
      -7.164    -7.023    14.050
      -7.143    -7.023    13.992
      -7.126    -7.026    13.934
      -7.112    -7.034    13.879
      -7.101    -7.045    13.825
      -7.094    -7.060    13.773
      -7.090    -7.078    13.725
      -7.090    -7.099    13.679
      -7.093    -7.123    13.637
      -7.099    -7.150    13.599
      -7.109    -7.179    13.564
      -7.122    -7.210    13.534
      -7.137    -7.243    13.509
      -7.156    -7.278    13.488
      -7.177    -7.314    13.471
      -7.200    -7.351    13.460
      -7.225    -7.389    13.453
      -7.252    -7.427    13.451
      -7.281    -7.465    13.454
      -7.311    -7.503    13.462
      -7.342    -7.540    13.474
      -7.374    -7.576    13.491
      -7.406    -7.611    13.512
      -7.439    -7.644    13.537
      -7.472    -7.675    13.566
      -7.504    -7.704    13.599
      -7.536    -7.731    13.635
      -7.567    -7.756    13.673
      -7.596    -7.777    13.714
      -7.624    -7.795    13.757
      -7.651    -7.810    13.802
      -7.675    -7.822    13.848
      -7.698    -7.831    13.895
      -7.718    -7.836    13.942
      -7.735    -7.837    13.989
      -7.750    -7.835    14.035
      -7.763    -7.830    14.081
      -7.772    -7.822    14.124
      -7.779    -7.810    14.166
      -7.782    -7.795    14.206
      -7.783    -7.778    14.243
      -7.780    -7.758    14.277
      -7.775    -7.735    14.308
      -7.768    -7.711    14.335
      -7.757    -7.684    14.359
      -7.744    -7.656    14.379
      -7.729    -7.627    14.394
      -7.712    -7.598    14.406
      -7.693    -7.567    14.414
      -7.672    -7.537    14.417
      -7.649    -7.506    14.417
      -7.626    -7.476    14.412
      -7.602    -7.446    14.404
      -7.576    -7.418    14.392
      -7.551    -7.390    14.377
      -7.525    -7.364    14.358
      -7.499    -7.339    14.336
      -7.474    -7.317    14.312
      -7.449    -7.296    14.285
      -7.425    -7.277    14.256
      -7.402    -7.261    14.226
      -7.380    -7.247    14.193
      -7.359    -7.235    14.160
      -7.340    -7.226    14.126
      -7.323    -7.219    14.091
      -7.307    -7.215    14.056
      -7.293    -7.213    14.021
      -7.281    -7.213    13.986
      -7.271    -7.216    13.952
      -7.264    -7.221    13.919
      -7.258    -7.229    13.888
      -7.254    -7.238    13.858
      -7.253    -7.249    13.829
      -7.253    -7.263    13.803
      -7.256    -7.278    13.779
      -7.260    -7.294    13.757
      -7.267    -7.312    13.737
      -7.275    -7.332    13.721
      -7.285    -7.352    13.707
      -7.296    -7.373    13.695
      -7.309    -7.395    13.687
      -7.324    -7.417    13.681
      -7.339    -7.439    13.679
      -7.356    -7.462    13.679
      -7.373    -7.484    13.682
      -7.391    -7.507    13.688
      -7.410    -7.528    13.697
      -7.429    -7.549    13.708
      -7.448    -7.569    13.722
      -7.468    -7.588    13.738
      -7.487    -7.606    13.756
      -7.506    -7.622    13.776
      -7.524    -7.637    13.798
      -7.542    -7.650    13.821
      -7.559    -7.662    13.846
      -7.575    -7.671    13.872
      -7.590    -7.679    13.898
      -7.603    -7.685    13.926
      -7.616    -7.689    13.953
      -7.627    -7.691    13.980
      -7.636    -7.691    14.008
      -7.644    -7.689    14.034
      -7.650    -7.685    14.060
      -7.655    -7.679    14.085
      -7.658    -7.671    14.109
      -7.659    -7.662    14.131
      -7.659    -7.651    14.152
      -7.657    -7.639    14.171
      -7.653    -7.625    14.188
      -7.648    -7.611    14.203
      -7.641    -7.595    14.216
      -7.633    -7.579    14.226
      -7.624    -7.562    14.235
      -7.613    -7.544    14.241
      -7.602    -7.526    14.244
      -7.589    -7.509    14.245
      -7.576    -7.491    14.244
      -7.562    -7.473    14.241
      -7.548    -7.456    14.235
      -7.533    -7.440    14.228
      -7.518    -7.424    14.218
      -7.503    -7.409    14.206
      -7.488    -7.395    14.193
      -7.473    -7.382    14.178
      -7.459    -7.370    14.162
      -7.445    -7.359    14.145
      -7.431    -7.350    14.126
      -7.419    -7.342    14.107
      -7.407    -7.336    14.087
      -7.396    -7.331    14.067
      -7.386    -7.327    14.046
      -7.377    -7.325    14.026
      -7.369    -7.324    14.005
      -7.363    -7.325    13.985
      -7.357    -7.327    13.965
      -7.353    -7.331    13.946
      -7.350    -7.336    13.928
      -7.349    -7.342    13.910
      -7.348    -7.349    13.894
      -7.349    -7.357    13.879
      -7.351    -7.367    13.865
      -7.354    -7.377    13.853
      -7.358    -7.388    13.842
      -7.363    -7.400    13.832
      -7.370    -7.412    13.825
      -7.377    -7.424    13.819
      -7.385    -7.437    13.815
      -7.394    -7.451    13.812
      -7.403    -7.464    13.812
      -7.413    -7.477    13.812
      -7.424    -7.491    13.815
      -7.434    -7.503    13.819
      -7.446    -7.516    13.825
      -7.457    -7.528    13.833
      -7.468    -7.539    13.841
      -7.480    -7.550    13.851
      -7.491    -7.560    13.863
      -7.502    -7.569    13.875
      -7.512    -7.578    13.888
      -7.523    -7.585    13.902
      -7.532    -7.591    13.917
      -7.541    -7.596    13.933
      -7.550    -7.600    13.948
      -7.558    -7.603    13.964
      -7.564    -7.605    13.980
      -7.570    -7.605    13.996
      -7.575    -7.605    14.012
      -7.580    -7.603    14.027
      -7.583    -7.600    14.042
      -7.585    -7.596    14.057
      -7.586    -7.591    14.070
      -7.587    -7.585    14.083
      -7.586    -7.579    14.094
      -7.584    -7.571    14.105
      -7.582    -7.563    14.114
      -7.578    -7.554    14.123
      -7.574    -7.545    14.130
      -7.569    -7.535    14.135
      -7.563    -7.525    14.139
      -7.557    -7.515    14.142
      -7.550    -7.505    14.144
      -7.542    -7.494    14.144
      -7.534    -7.484    14.143
      -7.526    -7.474    14.140
      -7.518    -7.464    14.137
      -7.509    -7.454    14.132
      -7.500    -7.445    14.126
      -7.491    -7.437    14.118
      -7.483    -7.429    14.110
      -7.474    -7.421    14.101
      -7.466    -7.414    14.092
      -7.458    -7.409    14.081
      -7.450    -7.403    14.070
      -7.443    -7.399    14.059
      -7.436    -7.396    14.047
      -7.430    -7.393    14.035
      -7.424    -7.391    14.023
      -7.419    -7.390    14.010
      -7.415    -7.390    13.998
      -7.411    -7.391    13.987
      -7.408    -7.393    13.975
      -7.406    -7.395    13.964
      -7.405    -7.398    13.953
      -7.404    -7.402    13.943
      -7.404    -7.406    13.934
      -7.405    -7.412    13.925
      -7.406    -7.417    13.918
      -7.408    -7.424    13.911
      -7.411    -7.430    13.905
      -7.414    -7.437    13.900
      -7.418    -7.445    13.896
      -7.423    -7.452    13.893
      -7.428    -7.460    13.891
      -7.433    -7.468    13.890
      -7.439    -7.476    13.890
      -7.445    -7.484    13.891
      -7.451    -7.491    13.893
      -7.458    -7.499    13.896
      -7.464    -7.506    13.899
      -7.471    -7.513    13.904
      -7.478    -7.519    13.910
      -7.484    -7.526    13.916
      -7.491    -7.531    13.923
      -7.497    -7.536    13.930
      -7.503    -7.541    13.938
      -7.509    -7.545    13.947
      -7.515    -7.548    13.956
      -7.520    -7.551    13.965
      -7.525    -7.553    13.974
      -7.529    -7.554    13.983
      -7.533    -7.555    13.993
      -7.536    -7.555    14.002
      -7.539    -7.554    14.011
      -7.541    -7.553    14.020
      -7.542    -7.551    14.029
      -7.543    -7.548    14.037
      -7.544    -7.545    14.045
      -7.544    -7.541    14.052
      -7.543    -7.537    14.058
      -7.542    -7.533    14.064
      -7.540    -7.528    14.069
      -7.538    -7.523    14.074
      -7.535    -7.517    14.078
      -7.532    -7.511    14.080
      -7.529    -7.505    14.083
      -7.525    -7.499    14.084
      -7.521    -7.493    14.085
      -7.516    -7.487    14.084
      -7.511    -7.481    14.083
      -7.506    -7.475    14.082
      -7.501    -7.470    14.079
      -7.496    -7.464    14.076
      -7.491    -7.459    14.072
      -7.486    -7.454    14.068
      -7.481    -7.449    14.063
      -7.476    -7.445    14.057
      -7.471    -7.441    14.051
      -7.466    -7.438    14.045
      -7.462    -7.435    14.038
      -7.458    -7.433    14.032
      -7.454    -7.431    14.025
      -7.451    -7.430    14.018
      -7.447    -7.429    14.010
      -7.445    -7.429    14.003
      -7.442    -7.429    13.996
      -7.440    -7.429    13.989
      -7.439    -7.431    13.983
      -7.438    -7.432    13.976
      -7.437    -7.434    13.970
      -7.437    -7.437    13.964
      -7.437    -7.439    13.959
      -7.438    -7.443    13.954
      -7.439    -7.446    13.950
      -7.440    -7.450    13.946
      -7.442    -7.454    13.943
      -7.444    -7.458    13.940
      -7.446    -7.463    13.938
      -7.449    -7.467    13.936
      -7.452    -7.472    13.935
      -7.455    -7.476    13.935
      -7.459    -7.481    13.935
      -7.462    -7.486    13.936
      -7.466    -7.490    13.938
      -7.470    -7.494    13.940
      -7.474    -7.498    13.942
      -7.478    -7.502    13.945
      -7.482    -7.506    13.949
      -7.486    -7.510    13.952
      -7.489    -7.513    13.957
      -7.493    -7.516    13.961
      -7.497    -7.518    13.966
      -7.500    -7.520    13.971
      -7.503    -7.522    13.976
      -7.506    -7.523    13.982
      -7.509    -7.524    13.987
      -7.511    -7.525    13.993
      -7.513    -7.525    13.998
      -7.515    -7.525    14.004
      -7.516    -7.525    14.009
      -7.518    -7.524    14.014
      -7.518    -7.522    14.019
      -7.519    -7.521    14.024
      -7.519    -7.519    14.028
      -7.519    -7.516    14.032
      -7.518    -7.514    14.036
      -7.517    -7.511    14.039
      -7.516    -7.508    14.042
      -7.515    -7.505    14.044
      -7.513    -7.502    14.046
      -7.511    -7.498    14.048
      -7.509    -7.495    14.049
      -7.507    -7.491    14.049
      -7.504    -7.488    14.050
      -7.501    -7.484    14.049
      -7.499    -7.481    14.049
      -7.496    -7.477    14.047
      -7.493    -7.474    14.046
      -7.490    -7.471    14.044
      -7.487    -7.468    14.041
      -7.484    -7.465    14.039
      -7.481    -7.462    14.035
      -7.478    -7.460    14.032
      -7.475    -7.458    14.029
      -7.472    -7.456    14.025
      -7.470    -7.455    14.021
      -7.467    -7.453    14.017
      -7.465    -7.452    14.013
      -7.463    -7.452    14.009
      -7.462    -7.451    14.004
      -7.460    -7.451    14.000
      -7.459    -7.451    13.996
      -7.458    -7.452    13.992
      -7.457    -7.453    13.988
      -7.456    -7.454    13.985
      -7.456    -7.455    13.981
      -7.456    -7.457    13.978
      -7.456    -7.458    13.975
      -7.457    -7.460    13.972
      -7.457    -7.462    13.970
      -7.458    -7.465    13.967
      -7.459    -7.467    13.966
      -7.461    -7.470    13.964
      -7.462    -7.472    13.963
      -7.464    -7.475    13.962
      -7.466    -7.478    13.962
      -7.468    -7.480    13.962
      -7.470    -7.483    13.962
      -7.472    -7.486    13.963
      -7.474    -7.488    13.964
      -7.477    -7.491    13.965
      -7.479    -7.493    13.967
      -7.481    -7.496    13.969
      -7.483    -7.498    13.971
      -7.486    -7.500    13.973
      -7.488    -7.501    13.976
      -7.490    -7.503    13.979
      -7.492    -7.504    13.981
      -7.494    -7.506    13.984
      -7.496    -7.506    13.988
      -7.497    -7.507    13.991
      -7.499    -7.508    13.994
      -7.500    -7.508    13.997
      -7.501    -7.508    14.000
      -7.502    -7.508    14.004
      -7.503    -7.507    14.007
      -7.504    -7.507    14.010
      -7.504    -7.506    14.012
      -7.504    -7.505    14.015
      -7.504    -7.504    14.018
      -7.504    -7.502    14.020
      -7.504    -7.501    14.022
      -7.503    -7.499    14.024
      -7.502    -7.497    14.025
      -7.501    -7.495    14.027
      -7.500    -7.493    14.028
      -7.499    -7.491    14.028
      -7.498    -7.489    14.029
      -7.496    -7.487    14.029
      -7.495    -7.485    14.029
      -7.493    -7.483    14.029
      -7.492    -7.481    14.028
      -7.490    -7.479    14.027
      -7.488    -7.477    14.026
      -7.486    -7.475    14.025
      -7.485    -7.473    14.024
      -7.483    -7.472    14.022
      -7.481    -7.470    14.020
      -7.479    -7.469    14.018
      -7.478    -7.468    14.016
      -7.476    -7.467    14.014
      -7.475    -7.466    14.011
      -7.473    -7.465    14.009
      -7.472    -7.465    14.006
      -7.471    -7.465    14.004
      -7.470    -7.464    14.002
      -7.469    -7.465    13.999
      -7.469    -7.465    13.997
      -7.468    -7.465    13.994
      -7.468    -7.466    13.992
      -7.467    -7.466    13.990
      -7.467    -7.467    13.988
      -7.467    -7.468    13.986
      -7.468    -7.469    13.984
      -7.468    -7.470    13.983
      -7.468    -7.472    13.982
      -7.469    -7.473    13.980
      -7.470    -7.474    13.979
      -7.470    -7.476    13.979
      -7.471    -7.478    13.978
      -7.472    -7.479    13.978
      -7.474    -7.481    13.978
      -7.475    -7.482    13.978
      -7.476    -7.484    13.978
      -7.477    -7.485    13.978
      -7.479    -7.487    13.979
      -7.480    -7.488    13.980
      -7.481    -7.490    13.981
      -7.483    -7.491    13.982
      -7.484    -7.492    13.983
      -7.485    -7.493    13.985
      -7.487    -7.494    13.986
      -7.488    -7.495    13.988
      -7.489    -7.496    13.990
      -7.490    -7.497    13.992
      -7.491    -7.497    13.994
      -7.492    -7.497    13.995
      -7.493    -7.498    13.997
      -7.494    -7.498    13.999
      -7.494    -7.498    14.001
      -7.495    -7.498    14.003
      -7.495    -7.497    14.005
      -7.495    -7.497    14.006
      -7.496    -7.496    14.008
      -7.496    -7.496    14.009
      -7.496    -7.495    14.011
      -7.495    -7.494    14.012
      -7.495    -7.493    14.013
      -7.495    -7.492    14.014
      -7.494    -7.491    14.015
      -7.494    -7.490    14.016
      -7.493    -7.489    14.016
      -7.492    -7.487    14.017
      -7.491    -7.486    14.017
      -7.491    -7.485    14.017
      -7.490    -7.484    14.017
      -7.489    -7.483    14.017
      -7.488    -7.481    14.016
      -7.487    -7.480    14.016
      -7.486    -7.479    14.015
      -7.485    -7.478    14.014
      -7.484    -7.477    14.013
      -7.483    -7.476    14.012
      -7.482    -7.475    14.011
      -7.481    -7.475    14.010
      -7.480    -7.474    14.009
      -7.479    -7.473    14.007
      -7.478    -7.473    14.006
      -7.477    -7.473    14.005
      -7.477    -7.472    14.003
      -7.476    -7.472    14.002
      -7.475    -7.472    14.000
      -7.475    -7.472    13.999
      -7.475    -7.472    13.997
      -7.474    -7.473    13.996
      -7.474    -7.473    13.995
      -7.474    -7.474    13.994
      -7.474    -7.474    13.992
      -7.474    -7.475    13.991
      -7.474    -7.475    13.990
      -7.474    -7.476    13.990
      -7.475    -7.477    13.989
      -7.475    -7.478    13.988
      -7.475    -7.479    13.988
      -7.476    -7.479    13.987
      -7.477    -7.480    13.987
      -7.477    -7.481    13.987
      -7.478    -7.482    13.987
      -7.479    -7.483    13.987
      -7.479    -7.484    13.987
      -7.480    -7.485    13.988
      -7.481    -7.486    13.988
      -7.482    -7.487    13.989
      -7.482    -7.487    13.989
      -7.483    -7.488    13.990
      -7.484    -7.489    13.991
      -7.485    -7.489    13.992
      -7.486    -7.490    13.992
      -7.486    -7.491    13.993
      -7.487    -7.491    13.995
      -7.488    -7.491    13.996
      -7.488    -7.492    13.997
      -7.489    -7.492    13.998
      -7.489    -7.492    13.999
      -7.489    -7.492    14.000
      -7.490    -7.492    14.001
      -7.490    -7.492    14.002
      -7.490    -7.491    14.003
      -7.490    -7.491    14.004
      -7.491    -7.491    14.005
      -7.491    -7.490    14.006
      -7.490    -7.490    14.007
      -7.490    -7.489    14.007
      -7.490    -7.489    14.008
      -7.490    -7.488    14.009
      -7.490    -7.488    14.009
      -7.489    -7.487    14.009
      -7.489    -7.486    14.010
      -7.488    -7.485    14.010
      -7.488    -7.485    14.010
      -7.487    -7.484    14.010
      -7.487    -7.483    14.010
      -7.486    -7.483    14.010
      -7.486    -7.482    14.009
      -7.485    -7.481    14.009
      -7.484    -7.481    14.009
      -7.484    -7.480    14.008
      -7.483    -7.479    14.008
      -7.483    -7.479    14.007
      -7.482    -7.478    14.006
      -7.481    -7.478    14.006
      -7.481    -7.478    14.005
      -7.480    -7.477    14.004
      -7.480    -7.477    14.003
      -7.480    -7.477    14.002
      -7.479    -7.477    14.001
      -7.479    -7.477    14.001
      -7.479    -7.477    14.000
      -7.478    -7.477    13.999
      -7.478    -7.477    13.998
      -7.478    -7.477    13.997
      -7.478    -7.477    13.997
      -7.478    -7.478    13.996
      -7.478    -7.478    13.995
      -7.478    -7.478    13.995
      -7.478    -7.479    13.994
      -7.478    -7.479    13.994
      -7.478    -7.480    13.993
      -7.479    -7.480    13.993
      -7.479    -7.481    13.993
