       5.000   -10.000     3.000
       2.829    -9.428     2.514
       1.044    -9.095     2.242
      -0.443    -8.969     2.130
      -1.705    -9.020     2.143
      -2.800    -9.219     2.262
      -3.772    -9.541     2.476
      -4.656    -9.966     2.783
      -5.479   -10.474     3.182
      -6.260   -11.046     3.677
      -7.014   -11.664     4.273
      -7.751   -12.311     4.974
      -8.475   -12.965     5.785
      -9.188   -13.606     6.709
      -9.887   -14.208     7.748
     -10.568   -14.747     8.897
     -11.221   -15.194    10.149
     -11.835   -15.523    11.489
     -12.396   -15.706    12.896
     -12.889   -15.724    14.341
     -13.298   -15.558    15.789
     -13.607   -15.202    17.202
     -13.804   -14.657    18.536
     -13.878   -13.938    19.752
     -13.822   -13.069    20.814
     -13.637   -12.082    21.692
     -13.327   -11.016    22.369
     -12.902    -9.911    22.838
     -12.376    -8.808    23.103
     -11.766    -7.740    23.176
     -11.094    -6.737    23.078
     -10.379    -5.819    22.833
      -9.641    -4.998    22.468
      -8.899    -4.279    22.007
      -8.168    -3.664    21.476
      -7.461    -3.146    20.894
      -6.790    -2.718    20.279
      -6.161    -2.371    19.645
      -5.579    -2.095    19.003
      -5.046    -1.880    18.361
      -4.565    -1.715    17.726
      -4.134    -1.594    17.101
      -3.752    -1.508    16.490
      -3.415    -1.450    15.895
      -3.122    -1.416    15.318
      -2.868    -1.400    14.759
      -2.651    -1.401    14.218
      -2.467    -1.413    13.695
      -2.313    -1.436    13.192
      -2.185    -1.468    12.706
      -2.082    -1.507    12.239
      -2.000    -1.552    11.790
      -1.938    -1.604    11.358
      -1.893    -1.661    10.943
      -1.863    -1.724    10.545
      -1.848    -1.793    10.164
      -1.845    -1.867     9.798
      -1.854    -1.947     9.449
      -1.875    -2.034     9.115
      -1.905    -2.128     8.796
      -1.946    -2.228     8.492
      -1.996    -2.336     8.203
      -2.055    -2.453     7.929
      -2.123    -2.578     7.670
      -2.200    -2.713     7.425
      -2.287    -2.857     7.195
      -2.383    -3.013     6.980
      -2.489    -3.180     6.780
      -2.604    -3.359     6.596
      -2.730    -3.550     6.428
      -2.867    -3.756     6.276
      -3.015    -3.976     6.141
      -3.175    -4.211     6.025
      -3.347    -4.462     5.927
      -3.532    -4.729     5.849
      -3.730    -5.014     5.793
      -3.943    -5.316     5.761
      -4.170    -5.636     5.752
      -4.412    -5.974     5.771
      -4.670    -6.331     5.819
      -4.944    -6.705     5.898
      -5.233    -7.096     6.011
      -5.540    -7.504     6.161
      -5.862    -7.925     6.350
      -6.200    -8.358     6.583
      -6.552    -8.800     6.861
      -6.919    -9.247     7.188
      -7.297    -9.695     7.566
      -7.685   -10.136     7.998
      -8.080   -10.566     8.485
      -8.479   -10.975     9.027
      -8.877   -11.356     9.623
      -9.271   -11.699    10.272
      -9.653   -11.996    10.969
     -10.018   -12.235    11.708
     -10.360   -12.407    12.481
     -10.671   -12.506    13.276
     -10.945   -12.523    14.083
     -11.174   -12.455    14.886
     -11.353   -12.300    15.670
     -11.475   -12.058    16.420
     -11.538   -11.735    17.119
     -11.538   -11.337    17.754
     -11.474   -10.876    18.311
     -11.347   -10.364    18.782
     -11.161    -9.816    19.159
     -10.919    -9.245    19.439
     -10.627    -8.666    19.623
     -10.294    -8.093    19.713
      -9.926    -7.537    19.714
      -9.532    -7.009    19.635
      -9.121    -6.516    19.483
      -8.701    -6.063    19.268
      -8.279    -5.653    19.000
      -7.863    -5.287    18.687
      -7.457    -4.967    18.339
      -7.067    -4.689    17.963
      -6.697    -4.453    17.567
      -6.350    -4.256    17.156
      -6.028    -4.093    16.736
      -5.731    -3.963    16.312
      -5.462    -3.863    15.887
      -5.220    -3.788    15.464
      -5.004    -3.738    15.046
      -4.814    -3.708    14.635
      -4.650    -3.698    14.233
      -4.509    -3.705    13.841
      -4.392    -3.728    13.460
      -4.296    -3.765    13.092
      -4.222    -3.816    12.737
      -4.166    -3.880    12.395
      -4.130    -3.956    12.068
      -4.110    -4.043    11.757
      -4.108    -4.141    11.460
      -4.121    -4.251    11.180
      -4.149    -4.371    10.916
      -4.192    -4.502    10.670
      -4.248    -4.644    10.440
      -4.318    -4.797    10.229
      -4.401    -4.960    10.037
      -4.497    -5.134     9.863
      -4.605    -5.319     9.710
      -4.725    -5.515     9.577
      -4.858    -5.722     9.465
      -5.002    -5.938     9.375
      -5.157    -6.165     9.309
      -5.324    -6.402     9.267
      -5.502    -6.648     9.250
      -5.691    -6.901     9.259
      -5.889    -7.163     9.295
      -6.098    -7.430     9.359
      -6.315    -7.701     9.453
      -6.541    -7.976     9.576
      -6.774    -8.251     9.730
      -7.013    -8.524     9.916
      -7.257    -8.792    10.133
      -7.504    -9.053    10.381
      -7.752    -9.303    10.661
      -8.000    -9.539    10.970
      -8.244    -9.756    11.308
      -8.483    -9.951    11.673
      -8.713   -10.120    12.062
      -8.932   -10.259    12.470
      -9.137   -10.366    12.895
      -9.324   -10.436    13.331
      -9.491   -10.467    13.773
      -9.636   -10.459    14.214
      -9.754   -10.410    14.649
      -9.845   -10.319    15.071
      -9.905   -10.190    15.473
      -9.935   -10.023    15.850
      -9.933    -9.822    16.195
      -9.900    -9.590    16.504
      -9.835    -9.334    16.772
      -9.740    -9.057    16.997
      -9.617    -8.765    17.176
      -9.468    -8.465    17.309
      -9.297    -8.161    17.395
      -9.106    -7.858    17.435
      -8.899    -7.561    17.432
      -8.679    -7.275    17.387
      -8.451    -7.003    17.305
      -8.217    -6.746    17.188
      -7.981    -6.509    17.040
      -7.747    -6.291    16.865
      -7.516    -6.094    16.667
      -7.292    -5.919    16.449
      -7.077    -5.765    16.215
      -6.873    -5.631    15.969
      -6.681    -5.519    15.713
      -6.501    -5.425    15.450
      -6.336    -5.351    15.183
      -6.186    -5.295    14.914
      -6.051    -5.256    14.646
      -5.932    -5.232    14.379
      -5.828    -5.224    14.116
      -5.739    -5.231    13.859
      -5.665    -5.250    13.608
      -5.606    -5.283    13.366
      -5.561    -5.328    13.132
      -5.531    -5.384    12.908
      -5.514    -5.451    12.695
      -5.511    -5.529    12.494
      -5.520    -5.617    12.305
      -5.542    -5.714    12.130
      -5.575    -5.821    11.968
      -5.620    -5.936    11.822
      -5.676    -6.059    11.690
